model,year,price,mileage,engineSize,Make
28,2016,10514,39512,1.5,1
28,2015,10348,57570,2.0,1
37,2017,19085,36983,2.0,1
33,2017,16746,32230,2.0,1
33,2017,16500,42205,2.0,1
28,2014,15000,44514,3.0,1
33,2017,19500,35303,2.0,1
37,2018,21800,10947,2.0,1
28,2017,13500,16681,0.0,1
37,2018,21800,12208,2.0,1
26,2015,12700,50000,2.0,1
33,2017,17000,45000,2.0,1
31,2015,16300,57920,3.0,1
26,2016,17500,36155,3.0,1
33,2016,16500,23340,2.0,1
28,2016,11900,26093,1.5,1
28,2016,13300,32404,1.5,1
28,2015,11200,48282,2.0,1
31,2017,14000,53639,2.0,1
30,2017,14300,7861,1.5,1
28,2016,9400,58719,1.5,1
34,2017,29700,31000,3.0,1
31,2016,16000,39708,2.0,1
34,2015,23800,54248,3.0,1
34,2018,32700,17552,3.0,1
26,2017,22500,25000,2.0,1
26,2018,22500,34000,2.0,1
28,2014,12000,15520,2.0,1
28,2018,13100,33372,1.5,1
36,2017,19300,32867,0.6,1
28,2017,11400,37000,1.5,1
28,2015,13800,29867,2.0,1
30,2018,14995,13889,1.5,1
33,2016,12600,52125,2.0,1
30,2016,11300,34090,1.5,1
28,2016,9800,57178,1.5,1
37,2017,15200,24607,2.0,1
28,2013,10400,35000,2.0,1
33,2017,14200,18059,2.0,1
28,2018,16200,9856,1.5,1
33,2016,15600,26267,2.0,1
31,2015,19200,41670,3.0,1
28,2013,7500,67708,1.6,1
26,2013,10800,73000,2.0,1
30,2016,12500,22500,1.5,1
28,2018,12800,38527,1.5,1
28,2017,15200,26660,2.0,1
28,2016,15200,23377,2.0,1
26,2016,13500,61425,2.0,1
31,2016,18100,39891,3.0,1
28,2015,15500,45853,3.0,1
32,2017,21800,35428,2.0,1
33,2017,14300,36178,2.0,1
28,2015,12300,32694,1.5,1
28,2017,11800,38356,1.5,1
28,2016,12300,16483,1.5,1
28,2016,12700,14634,1.5,1
28,2017,13700,14232,1.5,1
31,2016,17800,24085,2.0,1
28,2014,11700,29626,1.6,1
26,2017,22300,12727,2.0,1
28,2018,14300,13778,1.5,1
33,2018,21300,11258,2.0,1
33,2018,16100,44155,2.0,1
37,2018,22600,11070,2.0,1
28,2016,10700,27382,1.5,1
28,2013,9700,58689,1.6,1
26,2012,11300,47185,2.0,1
28,2015,12450,54789,2.0,1
33,2015,12700,49122,2.0,1
33,2016,14500,52000,2.0,1
33,2016,17400,61852,3.0,1
31,2017,20500,24231,3.0,1
30,2016,15000,14395,1.5,1
28,2015,16300,34271,3.0,1
33,2014,9500,58470,2.0,1
35,2016,24000,25465,3.0,1
33,2016,16500,36584,2.0,1
31,2017,19500,32632,2.0,1
33,2019,16800,13648,2.0,1
33,2015,14000,33021,2.0,1
34,2016,29000,20851,3.0,1
32,2016,21000,31955,2.0,1
33,2017,14400,14358,2.0,1
31,2017,17000,21869,2.0,1
28,2012,6985,72300,2.0,1
33,2014,9995,103000,2.0,1
30,2017,14200,7329,1.5,1
31,2018,18000,27000,2.0,1
30,2016,12250,20905,1.5,1
28,2017,11850,29227,1.5,1
32,2017,19800,38636,2.0,1
31,2018,21000,15865,2.0,1
28,2014,16700,32271,3.0,1
30,2016,15400,6593,1.5,1
28,2015,12100,15113,1.5,1
33,2016,14500,30284,2.0,1
26,2017,22000,38002,2.0,1
31,2017,18800,19708,2.0,1
27,2017,23400,23954,3.0,1
26,2016,18000,32868,2.0,1
33,2018,18000,45344,2.0,1
33,2018,21000,17932,2.0,1
28,2019,17600,12839,2.0,1
28,2019,16000,9119,1.5,1
31,2016,16000,33650,2.0,1
28,2001,13000,22633,0.0,1
28,2016,12000,30445,1.5,1
28,2017,12800,30521,0.0,1
31,2017,17000,36163,2.0,1
33,2018,18000,23611,0.0,1
32,2011,9995,76000,2.0,1
33,2016,14800,65000,2.0,1
31,2016,13950,43480,2.0,1
33,2018,20000,27725,2.0,1
33,2015,14500,16255,2.0,1
28,2016,11000,34683,1.5,1
33,2018,18000,24716,0.0,1
28,2016,13700,36948,2.0,1
28,2016,12400,24528,0.0,1
38,2015,28500,40000,3.0,1
30,2017,13300,19029,1.5,1
30,2017,14400,25975,1.5,1
28,2016,12500,11734,1.5,1
37,2016,15000,13449,2.0,1
28,2017,11400,40000,1.5,1
30,2019,19250,13414,1.5,1
33,2016,19000,26114,3.0,1
31,2015,15200,49450,2.0,1
28,2018,15800,2901,1.5,1
33,2016,13800,19401,2.0,1
33,2017,19000,19345,2.0,1
28,2017,13000,24104,1.5,1
33,2016,18500,24585,3.0,1
28,2016,12300,30856,2.0,1
33,2018,16200,40151,2.0,1
33,2018,20500,28918,2.0,1
28,2018,15300,36469,1.5,1
30,2018,17000,20000,1.5,1
26,2019,26000,13000,2.0,1
28,2019,18000,11961,1.5,1
28,2015,13800,39141,2.0,1
28,2014,12800,10503,1.6,1
28,2019,14500,30372,1.5,1
30,2016,15000,17097,0.0,1
28,2017,15000,17392,1.5,1
33,2018,15800,27692,2.0,1
37,2015,17700,27460,2.0,1
30,2017,17000,33000,2.0,1
33,2017,13500,48704,2.0,1
37,2017,16300,27473,2.0,1
30,2017,12700,22397,1.5,1
28,2018,14700,16313,1.5,1
39,2018,20500,6471,2.0,1
33,2017,16600,50000,2.0,1
33,2015,20990,17620,3.0,1
28,2016,19290,28451,3.0,1
28,2017,16800,22396,1.5,1
33,2016,16900,38480,2.0,1
33,2016,16500,42298,2.0,1
33,2015,15600,33452,2.0,1
37,2016,15000,32313,2.0,1
28,2018,12700,35742,1.5,1
33,2017,13750,27779,2.0,1
37,2017,15400,18000,2.0,1
30,2017,13400,49264,2.0,1
28,2015,12800,37391,2.0,1
33,2016,16700,52880,2.0,1
33,2016,12300,32759,2.0,1
28,2015,15490,31141,2.0,1
26,2014,14990,55306,2.0,1
37,2016,17000,41377,2.0,1
31,2017,19800,23609,2.0,1
28,2016,15700,19732,2.0,1
28,2017,12900,42159,2.0,1
30,2017,12000,39370,2.0,1
30,2017,15000,36729,2.0,1
30,2016,15200,24146,2.0,1
28,2019,17800,7218,1.5,1
37,2017,17000,18000,2.0,1
41,2019,73900,953,4.4,1
31,2019,26490,6751,2.0,1
33,2018,19800,29473,2.0,1
28,2014,12000,34795,2.0,1
33,2013,8500,49884,1.6,1
30,2017,16300,36869,2.0,1
33,2016,16600,31741,2.0,1
33,2015,15700,42492,3.0,1
30,2018,19600,15621,2.0,1
34,2017,30000,23882,3.0,1
28,2018,19990,20022,2.0,1
28,2017,21400,23000,3.0,1
30,2017,16400,8012,1.5,1
33,2018,17995,17500,1.5,1
31,2019,28500,5123,2.0,1
33,2020,32400,2121,2.0,1
32,2019,35900,4078,2.0,1
31,2016,19290,44675,2.0,1
34,2015,35400,27947,3.0,1
30,2019,21990,1243,1.5,1
30,2015,13290,27419,2.0,1
37,2017,22000,14105,2.0,1
37,2017,22000,10048,2.0,1
37,2017,18300,43147,2.0,1
28,2013,11000,37012,2.0,1
28,2018,17500,4971,1.5,1
28,2017,15000,15592,1.5,1
30,2016,19700,26193,3.0,1
30,2016,13400,35437,2.0,1
28,2015,12000,48489,2.0,1
30,2014,13990,42947,2.0,1
34,2016,26900,17303,3.0,1
33,2018,18990,42967,2.0,1
30,2015,13900,29867,2.0,1
33,2016,17400,32500,2.0,1
28,2017,16990,23000,2.0,1
30,2018,19800,10764,2.0,1
32,2017,23100,35903,2.0,1
28,2017,12988,42069,2.0,1
28,2013,11400,59824,2.0,1
33,2014,15690,44900,2.0,1
28,2014,12990,34902,1.6,1
30,2016,20600,22901,3.0,1
26,2017,26990,20508,3.0,1
28,2017,15400,57414,1.5,1
28,2013,14490,34628,1.6,1
31,2015,18990,24102,2.0,1
33,2019,31489,7834,2.0,1
35,2020,44899,100,3.0,1
33,2020,34900,100,2.0,1
33,2020,39900,13,3.0,1
40,2019,58900,15,3.0,1
33,2016,12000,42119,2.0,1
26,2014,13500,41522,2.0,1
28,2015,13600,38046,2.0,1
28,2017,15800,30257,2.0,1
35,2018,27800,17878,2.0,1
31,2016,17300,32837,2.0,1
33,2015,13100,36801,2.0,1
37,2016,17400,28999,2.0,1
26,2017,22400,16942,2.0,1
33,2018,22800,18627,2.0,1
30,2018,18490,7913,1.5,1
31,2015,16900,57317,2.0,1
36,2015,17400,29465,1.0,1
32,2018,30990,13034,2.0,1
28,2017,21990,13905,3.0,1
33,2014,15490,47701,2.0,1
28,2015,11490,62538,1.5,1
31,2018,22900,15814,2.0,1
37,2019,26990,7288,2.0,1
42,2020,39990,1784,3.0,1
30,2015,12690,29400,2.0,1
33,2019,33890,2993,3.0,1
28,2018,18995,11885,2.0,1
37,2020,33400,321,2.0,1
33,2020,43900,11,3.0,1
45,2015,44990,43323,1.5,1
33,2014,9500,75083,2.0,1
33,2015,13000,34533,2.0,1
33,2016,10000,84878,2.0,1
33,2015,19690,47741,3.0,1
27,2015,18990,62953,3.0,1
33,2016,20400,40421,3.0,1
30,2019,23900,2426,2.0,1
33,2016,15400,21854,2.0,1
30,2018,19990,19234,2.0,1
32,2016,21990,35121,2.0,1
33,2014,14500,45140,3.0,1
33,2016,10000,104720,1.5,1
31,2016,13000,129590,2.0,1
30,2016,13995,36250,2.0,1
33,2007,5795,83350,3.0,1
33,2020,29490,12,2.0,1
33,2019,26899,11512,2.0,1
28,2019,26989,5444,2.0,1
33,2020,34900,10,2.0,1
33,2018,20690,16986,2.0,1
30,2016,13900,38811,1.5,1
26,2016,14499,53689,2.0,1
30,2014,11000,37148,2.0,1
28,2014,9500,36672,2.0,1
37,2016,13999,30466,2.0,1
30,2016,11999,68945,1.5,1
28,2016,17199,18706,3.0,1
33,2012,7500,75453,2.0,1
30,2017,16500,66410,3.0,1
26,2014,11695,65520,2.0,1
33,2014,14500,48760,3.0,1
28,2014,6795,102520,2.0,1
33,2015,12500,107940,3.0,1
31,2016,12000,117230,2.0,1
32,2015,13000,105320,2.0,1
28,2016,8000,101980,2.0,1
30,2015,7395,100230,2.0,1
31,2015,14000,58900,2.0,1
33,2015,13295,76720,3.0,1
28,2018,13425,22045,1.5,1
33,2016,11250,70600,2.0,1
33,2016,14195,56140,2.0,1
26,2016,12295,97930,2.0,1
30,2016,10500,83200,2.0,1
33,2017,13999,23608,2.0,1
28,2013,10125,61040,2.0,1
29,2006,4995,81000,3.0,1
33,2009,4195,70000,2.0,1
28,2014,10395,25000,1.6,1
33,2017,15350,40244,2.0,1
28,2016,11500,54156,2.0,1
28,2018,13750,17613,1.5,1
37,2016,17225,17531,2.0,1
33,2017,8795,108190,2.0,1
28,2015,10695,52770,1.6,1
33,2014,8000,99920,2.0,1
33,2016,14295,94810,2.0,1
33,2014,8795,130340,2.0,1
26,2016,11000,100170,2.0,1
33,2016,19495,27500,3.0,1
33,2014,11295,52117,2.0,1
33,2015,13980,36816,2.0,1
33,2009,5695,110931,2.0,1
31,2015,14995,51611,2.0,1
29,2014,13999,53329,3.0,1
37,2017,17299,35779,2.0,1
33,2015,8500,71915,2.0,1
30,2017,16350,13750,2.0,1
37,2013,9995,44013,2.0,1
33,2015,10000,99530,2.0,1
33,2016,14295,86060,2.0,1
33,2015,9500,128850,2.0,1
32,2016,15500,72070,2.0,1
32,2016,16295,81050,2.0,1
26,2016,9000,93240,2.0,1
28,2015,11695,58620,2.0,1
33,2010,3800,156800,2.0,1
33,2012,8985,67458,2.0,1
31,2014,13991,44042,2.0,1
37,2012,7985,82570,2.0,1
32,2015,13985,77120,2.0,1
34,2013,21000,52000,3.0,1
33,2013,9489,52757,2.0,1
33,2017,18999,24658,2.0,1
26,2016,15499,35487,2.0,1
30,2015,14700,32882,0.0,1
30,2016,14999,21985,2.0,1
26,2013,11299,73876,3.0,1
28,2016,10399,33546,1.5,1
33,2013,10995,45883,2.0,1
33,2016,16995,14867,3.0,1
26,2014,13995,48280,2.0,1
28,2015,10495,27000,1.5,1
26,2016,12494,49305,2.0,1
26,2016,13699,36813,2.0,1
37,2016,15994,24984,2.0,1
34,2018,47994,19750,3.0,1
33,2007,5994,118000,3.0,1
30,2016,9799,67170,1.5,1
33,2015,13999,40430,2.0,1
26,2015,11999,74014,2.0,1
33,2017,18999,29528,2.0,1
33,2015,11999,40814,2.0,1
31,2016,18499,60018,3.0,1
31,2016,15499,32157,2.0,1
33,2018,21200,13590,2.0,1
33,2018,18000,24240,0.0,1
30,2015,8995,64888,2.0,1
33,2016,16999,18520,2.0,1
28,2015,9499,54228,1.5,1
28,2013,7399,58149,1.6,1
26,2017,24999,5336,2.0,1
31,2015,15499,32423,2.0,1
26,2017,22199,21319,2.0,1
26,2014,14750,20741,2.0,1
28,2015,12059,69758,2.0,1
30,2017,14000,18234,1.5,1
28,2016,10599,27636,1.5,1
33,2011,4994,112000,2.0,1
26,2013,11000,86000,2.0,1
28,2012,6500,93000,2.0,1
28,2017,19750,29000,3.0,1
26,2014,11500,92000,2.0,1
28,2013,8000,50000,1.6,1
33,2017,13199,54962,2.0,1
26,2016,16399,45036,2.0,1
30,2016,10725,45930,1.5,1
37,2016,15199,41571,2.0,1
31,2016,13999,45253,2.0,1
28,2014,9999,63169,2.0,1
33,2017,15349,53347,2.0,1
28,2016,10699,34933,1.5,1
28,2013,9999,48279,1.6,1
33,2017,13499,52716,2.0,1
32,2014,14999,47925,2.0,1
32,2015,18699,24288,2.0,1
33,2018,16200,10591,2.0,1
30,2017,16499,16888,1.5,1
30,2017,15887,46827,1.5,1
37,2013,10299,33412,2.0,1
31,2015,15699,33689,2.0,1
28,2016,12599,29752,1.5,1
31,2014,14999,32463,2.0,1
37,2017,15399,18097,2.0,1
33,2016,15499,42571,2.0,1
26,2015,10699,93056,2.0,1
33,2015,13999,46531,2.0,1
28,2012,7899,85827,2.0,1
28,2017,14599,15361,1.5,1
34,2017,30999,32812,3.0,1
28,2018,12399,23635,1.5,1
26,2016,13119,51780,2.0,1
30,2015,10999,54050,1.5,1
28,2016,11299,24441,1.5,1
33,2015,18499,31047,3.0,1
28,2014,13999,53832,3.0,1
30,2017,15999,29122,1.5,1
28,2016,10199,58305,1.5,1
33,2014,8199,94347,2.0,1
28,2018,14399,13094,1.5,1
28,2015,11499,50127,2.0,1
33,2013,9999,74947,2.0,1
30,2017,14495,28180,1.5,1
31,2016,20499,16955,3.0,1
28,2018,21999,30400,3.0,1
31,2016,15499,64997,3.0,1
33,2013,12299,43425,3.0,1
31,2016,11250,97706,2.0,1
33,2016,11750,50318,2.0,1
33,2015,13350,51126,2.0,1
31,2015,14999,73150,3.0,1
33,2017,18299,32185,2.0,1
33,2015,9667,80739,2.0,1
31,2017,22550,25328,3.0,1
33,2015,9350,91969,2.0,1
33,2013,8399,65001,2.0,1
33,2017,16550,20771,2.0,1
28,2014,8092,66995,2.0,1
26,2016,13499,72095,2.0,1
26,2016,13999,71353,2.0,1
28,2017,12499,27656,1.5,1
28,2016,11999,15066,1.5,1
33,2014,14250,65033,3.0,1
26,2014,14199,30749,2.0,1
30,2016,18999,35159,3.0,1
37,2014,10999,26742,2.0,1
31,2016,10899,76280,2.0,1
28,2012,7149,71842,2.0,1
28,2016,10299,36007,1.5,1
34,2016,27499,46720,2.0,1
30,2016,14879,20937,1.5,1
30,2016,8999,80051,1.5,1
28,2015,15499,48916,3.0,1
28,2017,11861,23268,1.5,1
28,2016,10849,32690,1.5,1
33,2016,16529,63679,2.0,1
26,2016,14999,64231,3.0,1
30,2015,7999,89569,2.0,1
30,2017,19350,18455,1.5,1
37,2014,11499,46000,2.0,1
26,2015,12450,79315,2.0,1
28,2016,11557,26146,1.5,1
28,2019,15199,7565,1.5,1
28,2016,9995,49782,1.5,1
28,2014,13083,48343,2.0,1
28,2015,9500,56941,1.5,1
30,2015,11399,65033,2.0,1
26,2015,11399,92428,2.0,1
28,2016,10607,90868,1.5,1
32,2017,18250,36204,2.0,1
33,2014,10375,66919,2.0,1
31,2015,12499,50452,2.0,1
28,2016,9899,47325,1.5,1
26,2015,14499,29269,2.0,1
28,2016,10999,35898,1.5,1
28,2015,10000,35259,1.5,1
30,2016,15499,11448,1.5,1
26,2016,15999,28774,2.0,1
33,2016,16212,31499,3.0,1
31,2017,14778,56292,2.0,1
28,2014,11250,17408,2.0,1
28,2019,15199,10844,1.5,1
28,2016,9349,71381,1.5,1
28,2015,12999,34267,2.0,1
33,2010,3690,96000,2.0,1
37,2016,18899,22780,2.0,1
37,2016,17499,35421,2.0,1
31,2014,10991,81978,2.0,1
33,2013,8991,64377,2.0,1
33,2014,9991,44287,2.0,1
27,2017,29991,28879,4.4,1
33,2015,15491,35248,2.0,1
34,2016,25991,62756,3.0,1
33,2017,17488,15537,2.0,1
34,2018,51988,9691,4.4,1
26,2019,28488,205,2.0,1
33,2019,29488,7935,2.0,1
31,2017,16488,27599,2.0,1
26,2016,21988,29314,3.0,1
30,2017,17988,19837,1.5,1
34,2018,39988,16933,2.0,1
34,2020,53988,5000,3.0,1
30,2019,23447,2231,2.0,1
38,2020,52988,10,3.0,1
38,2020,45488,10,3.0,1
38,2020,49488,10,3.0,1
33,2016,13988,42102,2.0,1
38,2020,45488,10,3.0,1
31,2017,25488,23910,3.0,1
28,2019,16499,7559,1.5,1
32,2015,18999,21512,2.0,1
30,2016,12150,57417,1.5,1
28,2013,12250,48491,2.0,1
26,2012,8499,77201,2.0,1
28,2016,11999,38204,1.5,1
28,2016,10550,40313,1.5,1
28,2015,9750,48534,1.5,1
28,2016,10999,27681,1.5,1
37,2016,14499,27795,2.0,1
31,2018,26488,21770,3.0,1
26,2018,28988,40820,3.0,1
32,2020,34988,5000,2.0,1
33,2019,28988,4673,2.0,1
31,2019,25988,5000,2.0,1
28,2019,27988,3574,1.5,1
28,2019,28488,6744,1.5,1
33,2019,28488,5741,2.0,1
34,2019,49488,6560,3.0,1
27,2019,35988,3693,3.0,1
34,2019,49488,6748,3.0,1
33,2020,53988,5000,3.0,1
38,2020,53988,5000,3.0,1
37,2020,28488,5000,2.0,1
33,2016,18788,49477,3.0,1
33,2017,23488,16730,3.0,1
30,2016,14718,23130,1.5,1
33,2017,18999,28772,2.0,1
28,2016,12199,41621,2.0,1
33,2016,18988,32722,2.0,1
32,2019,33988,7765,2.0,1
33,2018,22988,21276,3.0,1
40,2019,58988,5000,3.0,1
26,2017,27488,23500,3.0,1
28,2016,12999,68949,2.0,1
30,2016,12799,57561,1.5,1
26,2017,25176,34640,3.0,1
31,2015,14750,38974,2.0,1
37,2016,12999,58557,2.0,1
28,2016,11788,17084,1.5,1
33,2016,16999,23157,2.0,1
33,2019,24988,6332,2.0,1
28,2019,30488,5000,2.0,1
28,2019,26988,5000,2.0,1
38,2019,44988,5000,3.0,1
44,2019,74988,2684,4.4,1
39,2019,28988,9401,2.0,1
43,2020,66988,5000,3.0,1
28,2020,25988,5000,1.5,1
33,2017,24488,24122,3.0,1
28,2019,24488,7932,2.0,1
28,2017,21988,10417,3.0,1
33,2017,26488,16074,3.0,1
38,2018,36991,9662,3.0,1
38,2016,31491,27817,3.0,1
42,2016,15991,25921,2.0,1
33,2017,12991,46567,2.0,1
37,2017,17988,44775,2.0,1
33,2018,24988,23288,3.0,1
39,2019,27988,5599,2.0,1
30,2020,26988,5000,2.0,1
31,2016,20991,14613,2.0,1
32,2011,10991,29670,2.0,1
28,2014,10400,25975,1.6,1
28,2016,10990,36681,1.5,1
30,2016,16181,28895,2.0,1
30,2020,34988,5000,2.0,1
37,2016,18988,38635,2.0,1
30,2020,26988,1221,2.0,1
30,2017,10000,85600,1.5,1
30,2016,8500,79460,2.0,1
33,2015,11295,94590,2.0,1
28,2016,11988,20698,1.5,1
34,2016,34488,48761,3.0,1
30,2020,24988,5000,2.0,1
30,2019,27988,2290,2.0,1
33,2015,10695,105090,2.0,1
26,2015,10295,101030,2.0,1
33,2016,16000,51440,3.0,1
37,2011,7950,70582,2.0,1
37,2012,7999,88706,2.0,1
27,2006,4999,126054,3.0,1
33,2015,8799,92468,2.0,1
32,2014,11000,109450,2.0,1
26,2016,12795,64470,2.0,1
30,2015,9295,71670,2.0,1
37,2016,11495,110710,2.0,1
30,2016,11500,83280,2.0,1
32,2017,28988,22800,3.0,1
38,2020,47488,10,3.0,1
28,2016,14988,25633,2.0,1
37,2016,13500,75220,2.0,1
32,2014,12795,72430,2.0,1
31,2014,8500,141300,2.0,1
32,2016,15795,73850,3.0,1
32,2016,13795,110390,2.0,1
33,2016,14795,70250,2.0,1
26,2014,10295,103230,2.0,1
30,2015,7195,92920,2.0,1
32,2015,12000,126700,2.0,1
30,2017,12000,88100,1.5,1
26,2015,14500,30310,2.0,1
37,2016,12795,71720,2.0,1
28,2017,9500,72120,1.5,1
37,2017,19488,34959,2.0,1
33,2017,21988,41741,3.0,1
33,2014,15680,64260,3.0,1
37,2016,16799,50296,2.0,1
27,2008,8499,94000,3.0,1
33,2016,10695,100680,2.0,1
31,2016,13500,100550,2.0,1
33,2014,9295,103260,2.0,1
33,2016,8695,101930,2.0,1
33,2014,12295,56300,2.0,1
35,2014,18500,67210,3.0,1
28,2017,12295,52810,2.0,1
28,2016,8795,98210,2.0,1
26,2016,10000,124840,2.0,1
33,2014,9000,155790,3.0,1
33,2018,19995,22000,2.0,1
49,2002,14995,16500,2.2,1
37,2018,21995,2500,1.5,1
33,2007,2375,94000,2.0,1
35,2015,19799,51536,3.0,1
33,2011,5975,51000,2.0,1
37,2010,6695,64000,2.0,1
28,2009,2995,120000,2.0,1
28,2016,7999,80103,1.5,1
33,2012,8499,41000,2.0,1
28,2014,8290,65106,1.6,1
26,2014,14695,56000,3.0,1
48,2006,12495,89000,5.0,1
33,2016,13495,74000,2.0,1
28,2015,11485,23460,3.0,1
28,2017,15750,6290,3.0,1
47,2004,16950,80000,3.2,1
28,2017,19988,30139,3.0,1
34,2016,28488,49880,3.0,1
39,2019,28988,7893,2.0,1
28,2019,24488,7488,2.0,1
33,2017,17950,43000,3.0,1
42,2012,10595,47800,2.0,1
26,2013,10995,45464,2.0,1
48,2014,28490,53249,4.4,1
26,2019,25450,23000,2.0,1
33,2015,12400,48402,2.0,1
29,2015,17950,65397,3.0,1
38,2018,34990,9210,3.0,1
33,2017,15000,85070,2.0,1
34,2015,17500,116130,3.0,1
28,2006,2990,88000,1.6,1
28,2013,7675,60000,2.0,1
33,2009,4975,80000,2.0,1
28,2013,7990,46057,2.0,1
33,2012,8995,53333,2.0,1
33,2015,12350,52507,2.0,1
26,2013,12950,57604,3.0,1
33,2010,2995,101104,2.0,1
28,2014,8990,77424,2.0,1
26,2010,7990,85724,3.0,1
33,2015,11000,83590,2.0,1
36,2015,12500,79830,0.0,1
31,2015,12695,105730,2.0,1
31,2017,16000,50390,2.0,1
28,2014,8000,94420,2.0,1
26,2015,10795,91360,2.0,1
37,2015,10795,22580,2.0,1
33,2017,15500,54590,2.0,1
26,2012,9990,48417,2.0,1
33,2012,7275,80000,2.0,1
28,2013,8990,62635,2.0,1
28,2013,7475,65000,1.6,1
28,2013,7990,60000,1.6,1
28,2013,6990,84000,2.0,1
33,2014,9990,70643,2.0,1
28,2008,3975,79000,2.0,1
28,2014,7990,73824,2.0,1
28,2015,8290,35000,1.6,1
33,2009,4675,70000,2.0,1
26,2013,8975,65000,2.0,1
26,2011,9975,74000,2.0,1
28,2012,7375,60000,1.6,1
26,2015,10499,82375,2.0,1
26,2015,9899,83643,2.0,1
33,2012,8275,75000,2.0,1
31,2014,12975,65000,2.0,1
33,2005,4375,55000,2.0,1
26,2010,7475,75000,2.0,1
26,2014,10675,64221,2.0,1
33,2013,8990,76247,2.0,1
28,2012,10975,45000,2.0,1
33,2008,2675,130000,2.0,1
28,2016,11499,14668,1.5,1
28,2018,21999,16475,3.0,1
30,2016,11499,49636,1.5,1
28,2016,10599,39779,1.5,1
27,2014,18999,27782,3.0,1
31,2015,13500,44748,2.0,1
26,2008,6795,61442,2.5,1
33,2015,7995,101215,2.0,1
37,2016,13495,47000,2.0,1
33,2012,6995,81000,2.0,1
26,2008,5475,65000,2.0,1
27,2010,8995,92642,3.0,1
32,2013,10795,94853,2.0,1
34,2012,12995,110394,3.0,1
28,2008,4795,89241,2.0,1
31,2016,16299,52070,2.0,1
31,2015,14999,19887,2.0,1
26,2013,9950,70000,2.0,1
26,2010,7975,70000,2.0,1
33,2016,14975,49000,2.0,1
28,2013,7475,70000,1.6,1
32,2009,7675,70000,2.0,1
33,2013,9975,70000,2.0,1
33,2012,7475,70000,2.0,1
26,2018,25999,30972,2.0,1
28,2016,8999,69647,1.5,1
37,2017,22999,25190,2.0,1
33,2016,18789,33078,2.0,1
26,2014,6995,127798,2.0,1
26,2011,11995,85896,3.0,1
28,2008,3995,107407,2.0,1
28,2005,3795,63547,2.0,1
44,2015,29795,28500,4.4,1
31,2015,14999,36781,2.0,1
30,2016,12350,29460,1.5,1
29,2017,25599,25014,3.0,1
37,2016,13999,37840,2.0,1
30,2017,15699,45061,1.5,1
28,2018,17999,9945,1.5,1
28,2017,20999,15887,3.0,1
26,2017,19499,21728,2.0,1
30,2018,18999,3924,1.5,1
33,2018,17199,13138,1.5,1
33,2015,11906,50713,2.0,1
30,2016,12306,18840,1.5,1
28,2019,15989,5771,1.5,1
28,2013,16299,31086,3.0,1
28,2016,11799,19568,1.5,1
28,2014,14099,53050,3.0,1
33,2013,8999,58223,2.0,1
32,2015,17999,39744,2.0,1
28,2015,10899,64716,2.0,1
30,2016,12000,30857,2.0,1
34,2016,25000,52816,2.0,1
33,2018,17399,29065,2.0,1
28,2010,6275,60000,2.0,1
30,2016,13999,11576,2.0,1
30,2015,17799,38902,3.0,1
38,2015,26499,35284,3.0,1
31,2017,19999,26162,2.0,1
26,2016,18749,41431,3.0,1
28,2013,10599,21061,1.6,1
34,2016,29250,41464,2.0,1
31,2016,16099,37683,2.0,1
30,2016,16359,17748,2.0,1
31,2016,13699,77784,2.0,1
35,2016,19250,43751,2.0,1
28,2016,12350,47324,2.0,1
28,2016,10499,36240,1.5,1
28,2015,12270,38573,1.5,1
26,2016,15850,33740,2.0,1
28,2016,11125,33149,1.5,1
33,2014,14500,70796,3.0,1
33,2016,14699,38206,2.0,1
26,2015,12999,52217,2.0,1
33,2016,16199,45223,2.0,1
27,2017,24499,28062,3.0,1
33,2016,16099,40217,2.0,1
28,2013,10999,32097,1.6,1
30,2017,15099,16309,2.0,1
28,2016,12369,46170,1.5,1
26,2018,26495,23640,2.0,1
33,2016,12999,33332,1.5,1
37,2013,11056,49599,2.0,1
28,2016,17499,26855,3.0,1
28,2016,11001,31615,1.5,1
28,2014,8499,63299,2.0,1
28,2015,10999,23905,1.5,1
37,2014,9999,42023,2.0,1
37,2017,15999,60703,2.0,1
34,2016,25449,46683,3.0,1
30,2014,10999,61819,2.0,1
30,2016,11999,32878,1.5,1
30,2017,15499,4240,1.5,1
27,2016,19899,50475,3.0,1
34,2016,24499,57146,2.0,1
28,2017,13499,14597,1.5,1
31,2017,17499,33711,2.0,1
33,2016,11999,92300,2.0,1
30,2016,16279,17574,1.5,1
28,2012,5995,98000,2.0,1
27,2005,4995,84000,4.4,1
47,2013,25945,30500,4.0,1
33,2001,3050,90000,3.0,1
33,2016,16499,24500,2.0,1
28,2016,11499,27199,1.5,1
28,2012,7950,40488,2.0,1
33,2016,12450,66986,2.0,1
33,2017,17694,19400,2.0,1
33,2015,12212,59799,2.0,1
33,2013,9174,79144,2.0,1
35,2016,19999,23553,2.0,1
28,2017,11999,19108,1.5,1
34,2016,28999,41972,2.0,1
33,2014,10399,47059,2.0,1
26,2016,15699,30767,2.0,1
26,2000,1699,99209,2.0,1
28,2016,10699,35417,1.5,1
28,2014,14799,31914,3.0,1
31,2016,14799,57876,2.0,1
34,2015,29949,21500,3.0,1
29,2012,8750,134000,3.0,1
37,2013,8999,60665,2.0,1
28,2015,13500,82876,3.0,1
